220kV Ⅰ母电压_A相_1,220kV Ⅰ母电压_B相_2,220kV Ⅰ母电压_C相_3,220kV Ⅰ母电压_3U0_4,唐木Ⅰ回线262_A相_37,唐木Ⅰ回线262_B相_38,唐木Ⅰ回线262_C相_39,唐木Ⅰ回线262_3I0_40
73.93643951416016,-73.21569061279297,-1.4851751327514648,-0.46632125973701477,0.2415759265422821,-0.21396894752979279,-0.1950455904006958,-0.19522233307361603
83.22425079345703,-59.227752685546875,-24.437881469726562,-0.10880829393863678,0.16724486649036407,-0.16745395958423615,-0.2136213630437851,-0.23240754008293152
86.34111022949219,-42.17182159423828,-44.88759994506836,-0.45077723264694214,0.13007934391498566,-0.13954496383666992,-0.20433348417282104,-0.2045186460018158
82.3979721069336,-21.85030746459961,-61.15182876586914,-0.7150259613990784,0.04645690694451332,-0.08372697979211807,-0.18575771152973175,-0.2045186460018158
72.35709381103516,1.0399956703186035,-74.31068420410156,-0.8082901835441589,0.018582763150334358,-0.08372697979211807,-0.1578940451145172,-0.21381494402885437
58.707767486572266,23.649499893188477,-83.39830017089844,-1.1813472509384155,-0.027874145656824112,-0.06512098759412766,-0.1393182873725891,-0.21381494402885437
41.55459976196289,43.81501770019531,-86.69060516357422,-1.5233161449432373,-0.07433105260133743,-0.07442398369312286,-0.06501519680023193,-0.19522233307361603
21.399625778198242,60.53814697265625,-82.97248077392578,-1.0725388526916504,-0.11149658262729645,-0.1116359755396843,-0.055727314203977585,-0.21381494402885437
-1.4538357257843018,73.590087890625,-73.12670135498047,-0.7461140155792236,-0.13007934391498566,-0.1302419751882553,0.018575770780444145,-0.21381494402885437
-24.453725814819336,82.66925048828125,-59.022727966308594,-0.4352331757545471,-0.14866210520267487,-0.17675696313381195,0.06501519680023193,-0.19522233307361603
-44.85972213745117,86.05963897705078,-42.062652587890625,-0.34196892380714417,-0.09291381388902664,-0.2325749546289444,0.13003039360046387,-0.22311124205589294
-60.92512893676758,82.28445434570312,-22.090682983398438,-0.4352331757545471,-0.10220519453287125,-0.28839293122291565,0.12074250727891922,-0.2045186460018158
-73.90505981445312,72.23809814453125,0.6646937727928162,-0.7461140155792236,-0.06503967195749283,-0.3256049156188965,0.14860616624355316,-0.22311124205589294
-83.27655029296875,58.27095413208008,23.58624267578125,-1.3367875814437866,-0.018582763150334358,-0.38142290711402893,0.1578940451145172,-0.21381494402885437
-86.41432189941406,41.13182830810547,43.94248962402344,-1.1036269664764404,0.037165526300668716,-0.40933191776275635,0.1764698177576065,-0.21381494402885437
-82.49210357666016,20.945512771606445,60.37289047241211,-0.5595855116844177,0.09291381388902664,-0.4465439021587372,0.12074250727891922,-0.19522233307361603
-72.57673645019531,-1.9759917259216309,73.22017669677734,-0.6839378476142883,0.13937072455883026,-0.4465439021587372,0.11145462840795517,-0.21381494402885437
-58.97970962524414,-24.471097946166992,82.31816864013672,-0.32642489671707153,0.2044103890657425,-0.4651499092578888,0.07430308312177658,-0.2045186460018158
-41.61735534667969,-44.75101089477539,85.5793228149414,0.07772020995616913,0.2322845458984375,-0.4651499092578888,0.009287885390222073,-0.18592603504657745
-21.420543670654297,-61.57814025878906,82.08968353271484,-0.3108808398246765,0.2694500684738159,-0.4465439021587372,-0.03715154156088829,-0.21381494402885437
1.3806209564208984,-74.65088653564453,72.35814666748047,-0.6994819045066833,0.2694500684738159,-0.40002891421318054,-0.11145462840795517,-0.23240754008293152
24.20270347595215,-83.67804718017578,58.378807067871094,-0.9326425194740295,0.2694500684738159,-0.38142290711402893,-0.11145462840795517,-0.22311124205589294
44.5877799987793,-87.26603698730469,41.22140121459961,-1.1036269664764404,0.2601586878299713,-0.3256049156188965,-0.1764698177576065,-0.2045186460018158
60.789161682128906,-83.57405090332031,21.43637466430664,-1.1502591371536255,0.2415759265422821,-0.2697869539260864,-0.1950455904006958,-0.21381494402885437
73.88414001464844,-73.64208984375,-1.3813167810440063,-0.839378297328949,0.2044103890657425,-0.21396894752979279,-0.22290925681591034,-0.2045186460018158
83.18241119384766,-59.36294937133789,-24.344409942626953,-0.15544041991233826,0.1951190084218979,-0.15815097093582153,-0.20433348417282104,-0.19522233307361603
86.4247817993164,-42.25502395629883,-44.669498443603516,-0.4352331757545471,0.09291381388902664,-0.13954496383666992,-0.24148501455783844,-0.2045186460018158
82.40843200683594,-22.068706512451172,-61.11028289794922,-0.606217622756958,0.06503967195749283,-0.07442398369312286,-0.1764698177576065,-0.2045186460018158
72.6290283203125,0.9463960528373718,-74.11335754394531,-0.637305736541748,0.018582763150334358,-0.08372697979211807,-0.1764698177576065,-0.19522233307361603
58.801902770996094,23.451902389526367,-83.49176788330078,-1.2901555299758911,-0.009291381575167179,-0.04651499167084694,-0.09287885576486588,-0.17662973701953888
41.638275146484375,43.731815338134766,-86.66983795166016,-1.5077720880508423,-0.04645690694451332,-0.07442398369312286,-0.06501519680023193,-0.19522233307361603
21.566972732543945,60.44454574584961,-82.98286437988281,-1.04145085811615,-0.12078796327114105,-0.10233297944068909,-0.027863657101988792,-0.19522233307361603
-1.3074061870574951,73.62129211425781,-73.0332260131836,-0.6528497934341431,-0.11149658262729645,-0.13954496383666992,0.027863657101988792,-0.21381494402885437
-24.213163375854492,82.60684967041016,-59.19928741455078,-0.4974093437194824,-0.12078796327114105,-0.16745395958423615,0.07430308312177658,-0.17662973701953888
-44.66099548339844,85.9868392944336,-42.24959945678711,-0.4974093437194824,-0.13007934391498566,-0.2232719510793686,0.11145462840795517,-0.21381494402885437
-60.830997467041016,82.45085144042969,-22.12183952331543,-0.1865285038948059,-0.10220519453287125,-0.2697869539260864,0.12074250727891922,-0.21381494402885437
-73.8213882446289,72.37329864501953,0.5400636792182922,-0.7772021293640137,-0.08362243324518204,-0.3535139262676239,0.16718193888664246,-0.21381494402885437
-83.16149139404297,58.36455535888672,23.420068740844727,-1.3212435245513916,-0.037165526300668716,-0.38142290711402893,0.1393182873725891,-0.21381494402885437
-86.45616149902344,41.30862808227539,43.84901809692383,-0.9481865763664246,0.009291381575167179,-0.41863492131233215,0.1393182873725891,-0.2045186460018158
-82.35613250732422,21.018312454223633,60.2690315246582,-0.7772021293640137,0.07433105260133743,-0.42793789505958557,0.12074250727891922,-0.19522233307361603
-72.61856842041016,-1.6743929386138916,73.16824340820312,-0.5906736254692078,0.13007934391498566,-0.4744529128074646,0.10216674208641052,-0.2045186460018158
-58.990169525146484,-24.242298126220703,82.45318603515625,-0.20207254588603973,0.18582762777805328,-0.4651499092578888,0.03715154156088829,-0.21381494402885437
-41.721946716308594,-44.657413482666016,85.64163970947266,0.04663212597370148,0.2229931652545929,-0.455846905708313,-0.009287885390222073,-0.22311124205589294
-21.57743263244629,-61.40134048461914,82.03775024414062,-0.34196892380714417,0.2508673071861267,-0.455846905708313,-0.03715154156088829,-0.2045186460018158
1.202813744544983,-74.52608489990234,72.3373794555664,-0.6683937907218933,0.2694500684738159,-0.40933191776275635,-0.07430308312177658,-0.19522233307361603
23.98305892944336,-83.67804718017578,58.50343704223633,-0.9481865763664246,0.29732421040534973,-0.3721199333667755,-0.14860616624355316,-0.19522233307361603
44.48318862915039,-87.1308364868164,41.48104476928711,-0.9481865763664246,0.2694500684738159,-0.30699893832206726,-0.16718193888664246,-0.22311124205589294
60.73686218261719,-83.6468505859375,21.623319625854492,-1.227979302406311,0.2415759265422821,-0.28839293122291565,-0.1950455904006958,-0.21381494402885437
73.7481689453125,-73.51728820800781,-1.111284852027893,-0.5440414547920227,0.2137017697095871,-0.20466595888137817,-0.22290925681591034,-0.2045186460018158
83.11965942382812,-59.59175109863281,-24.1574649810791,-0.3108808398246765,0.18582762777805328,-0.15815097093582153,-0.2136213630437851,-0.2045186460018158
86.40386199951172,-42.431819915771484,-44.55525588989258,-0.4196891486644745,0.12078796327114105,-0.1209389716386795,-0.22290925681591034,-0.19522233307361603
82.46072387695312,-22.25590705871582,-61.027198791503906,-0.5595855116844177,0.07433105260133743,-0.09302998334169388,-0.20433348417282104,-0.21381494402885437
72.71270751953125,0.6239973902702332,-74.12374114990234,-0.8704663515090942,0.0,-0.09302998334169388,-0.20433348417282104,-0.21381494402885437
59.02154541015625,23.202302932739258,-83.47100067138672,-1.4766839742660522,-0.037165526300668716,-0.07442398369312286,-0.13003039360046387,-0.22311124205589294
41.795162200927734,43.47181701660156,-86.64906311035156,-1.6165803670883179,-0.06503967195749283,-0.06512098759412766,-0.07430308312177658,-0.19522233307361603
