220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV凤华Ⅰ回线_A相_17,220kV凤华Ⅰ回线_B相_18,220kV凤华Ⅰ回线_C相_19,220kV凤华Ⅰ回线_3I0_20
87.40201568603516,-35.204925537109375,-53.08988952636719,-1.49365234375,0.015237756073474884,0.0018960608867928386,0.0,-0.0018935002153739333
81.85118865966797,-12.500450134277344,-69.22056579589844,0.4512074887752533,0.015237756073474884,0.007584243547171354,0.0,0.0018935002153739333
70.96905517578125,9.175309181213379,-81.36015319824219,-1.8203887939453125,0.015237756073474884,0.009480304084718227,0.0,-0.009467501193284988
51.71364212036133,16.251623153686523,-86.80633544921875,-34.058387756347656,0.04571326822042465,-0.03792121633887291,0.12883271276950836,-0.12497100979089737
46.413700103759766,43.43464660644531,-83.2309799194336,13.78516674041748,0.04190382733941078,0.4891837239265442,0.030313581228256226,-0.5529020428657532
23.154582977294922,17.52972412109375,-69.41804504394531,-51.4998893737793,0.09904541075229645,0.8361628651618958,0.10799213498830795,-1.041425108909607
-3.5437488555908203,16.667266845703125,-61.42546081542969,-83.66009521484375,0.184757798910141,1.0788586139678955,0.16293549537658691,-1.4409536123275757
-26.23837661743164,16.636093139648438,-53.027530670166016,-108.289794921875,0.1961861103773117,1.6040675640106201,0.22356265783309937,-2.0411932468414307
-38.1554069519043,16.667266845703125,-29.018592834472656,-87.954345703125,0.2742795944213867,2.011720657348633,0.27092763781547546,-2.5789473056793213
-56.679073333740234,27.255760192871094,-7.285828590393066,-63.69805145263672,0.3961816430091858,2.3776602745056152,0.3163979947566986,-3.111020803451538
-82.18569946289062,22.6109561920166,13.012635231018066,-80.2215805053711,0.4095146954059601,2.7454962730407715,0.4016549587249756,-3.5881829261779785
-76.45716094970703,18.319446563720703,41.22053909301758,-28.955074310302734,0.4457043707370758,2.9919841289520264,0.4281793236732483,-3.889249324798584
-79.25871276855469,15.576205253601074,55.36606216430664,-14.174139022827148,0.49332234263420105,3.0905792713165283,0.44712531566619873,-4.05398416519165
-85.68763732910156,6.587934494018555,72.77513885498047,-10.626714706420898,0.49141761660575867,3.086787223815918,0.4584929049015045,-4.0672383308410645
-65.76319885253906,3.4394421577453613,85.93328094482422,41.168792724609375,0.4876081943511963,2.963543176651001,0.43007391691207886,-3.913864850997925
-54.3270263671875,-0.9663689732551575,83.68829345703125,49.197174072265625,0.42665717005729675,2.6886143684387207,0.4262847304344177,-3.5881829261779785
-40.49699783325195,-8.344024658203125,86.88948059082031,66.01632690429688,0.38856276869773865,2.318882465362549,0.3751305639743805,-3.1129143238067627
-11.739320755004883,-10.120896339416504,80.99638366699219,102.56413269042969,0.33332592248916626,1.8752042055130005,0.2955574095249176,-2.537290334701538
6.857519626617432,-12.832963943481445,66.21685028076172,104.36895751953125,0.23999466001987457,1.3613717555999756,0.23871944844722748,-1.8745652437210083
26.687877655029297,-14.890395164489746,53.297760009765625,112.7085189819336,0.1714247614145279,0.8285785913467407,0.1477787047624588,-1.1834375858306885
49.497493743896484,-14.131847381591797,29.77731704711914,112.7085189819336,0.08952181786298752,0.3318106532096863,0.05873256176710129,-0.5226060748100281
63.473873138427734,-14.859221458435059,5.768380641937256,94.02230834960938,0.011428317055106163,-0.11565971374511719,-0.015156790614128113,0.08331400901079178
73.7706069946289,-15.711288452148438,-6.319235324859619,89.66581726074219,-0.053332146257162094,-0.5195206999778748,-0.06820555776357651,0.6097070574760437
