220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV凤华Ⅰ回线_A相_17,220kV凤华Ⅰ回线_B相_18,220kV凤华Ⅰ回线_C相_19,220kV凤华Ⅰ回线_3I0_20
-70.15367889404297,82.02706146240234,-11.786205291748047,0.280059814453125,-0.0019047195091843605,0.015168487094342709,-0.001894598826766014,0.0037870004307478666
-81.18215942382812,71.24113464355469,9.84262466430664,0.015558878891170025,-0.007618878036737442,0.017064549028873444,0.001894598826766014,0.0037870004307478666
-87.611083984375,54.80247116088867,32.2509651184082,-0.840179443359375,-0.007618878036737442,0.022752730175852776,0.005683796480298042,0.0037870004307478666
-87.74698638916016,34.051517486572266,53.619956970214844,-0.0466766357421875,-0.011428317055106163,0.013272426091134548,0.00947299413383007,0.0018935002153739333
-81.66302490234375,11.648383140563965,70.03125762939453,0.0777943953871727,-0.011428317055106163,0.013272426091134548,0.013262191787362099,0.0037870004307478666
-70.82270812988281,-10.47419261932373,81.42251586914062,0.3111775815486908,-0.007618878036737442,0.011376365087926388,0.015156790614128113,0.005680500529706478
-54.379295349121094,-32.69028854370117,87.52348327636719,0.9179738759994507,-0.009523597545921803,0.007584243547171354,0.015156790614128113,0.005680500529706478
-33.47222137451172,-53.87766647338867,87.38837432861328,0.2333831787109375,-0.0057141585275530815,0.005688182543963194,0.017051389440894127,0.0037870004307478666
-11.624332427978516,-70.03577423095703,81.66156005859375,0.2645009458065033,-0.0019047195091843605,0.0018960608867928386,0.017051389440894127,0.005680500529706478
9.962220191955566,-81.51789855957031,71.1849365234375,-0.3267364501953125,-0.0019047195091843605,-0.0018960608867928386,0.017051389440894127,0.0037870004307478666
32.353694915771484,-87.92918395996094,54.856781005859375,-1.0113271474838257,0.003809439018368721,-0.0018960608867928386,0.017051389440894127,0.0037870004307478666
53.84616470336914,-87.76292419433594,33.78919982910156,-0.0466766357421875,0.007618878036737442,-0.0018960608867928386,0.011367592960596085,0.005680500529706478
69.91325378417969,-81.9854965209961,11.921319961547852,-0.1089121550321579,0.013333036564290524,-0.0018960608867928386,0.00947299413383007,0.0037870004307478666
80.97309112548828,-71.52169036865234,-9.468459129333496,0.0622355155646801,0.011428317055106163,-0.0018960608867928386,0.00947299413383007,0.005680500529706478
87.74698638916016,-55.093421936035156,-32.043094635009766,1.0424449443817139,0.011428317055106163,0.0,0.005683796480298042,0.005680500529706478
87.72607421875,-34.08269119262695,-53.50563049316406,0.2645009458065033,0.013333036564290524,-0.0018960608867928386,0.001894598826766014,0.007574000861495733
81.55848693847656,-11.565254211425781,-69.94811248779297,0.093353271484375,0.009523597545921803,0.0018960608867928386,0.0,0.005680500529706478
70.79134368896484,10.432628631591797,-81.40172576904297,-0.1089121550321579,0.011428317055106163,0.005688182543963194,-0.001894598826766014,0.005680500529706478
54.56745910644531,32.5448112487793,-87.72096252441406,-0.6845906972885132,0.013333036564290524,0.007584243547171354,-0.001894598826766014,0.007574000861495733
33.66038513183594,53.66984558105469,-87.59623718261719,-0.093353271484375,0.007618878036737442,0.013272426091134548,-0.005683796480298042,0.005680500529706478
11.634785652160645,69.75521087646484,-81.57841491699219,-0.0622355155646801,0.007618878036737442,0.011376365087926388,-0.001894598826766014,0.007574000861495733
-9.962220191955566,81.34124755859375,-71.22650909423828,0.4823252558708191,0.0057141585275530815,0.011376365087926388,-0.001894598826766014,0.0037870004307478666
-32.10280990600586,87.54471588134766,-54.929534912109375,1.0891215801239014,0.0,0.013272426091134548,-0.003789197653532028,0.005680500529706478
-53.5221061706543,87.56549835205078,-34.00746154785156,0.2022654265165329,0.0,0.022752730175852776,0.0,0.0037870004307478666
-69.93415832519531,82.17253112792969,-12.181157112121582,0.2489420622587204,0.0,0.018960608169436455,0.0,0.0018935002153739333
