220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,279多者II回_A相_25,279多者II回_B相_26,279多者II回_C相_27,279多者II回_3I0_28
-70.97760009765625,77.33911895751953,-6.117070198059082,0.2965840697288513,-0.5588575005531311,0.5771331787109375,0.06402690708637238,0.009133657440543175
-80.74525451660156,65.34952545166016,15.095014572143555,-0.7648746967315674,-0.6321502327919006,0.458042174577713,0.23781423270702362,0.01826731488108635
-85.55587768554688,48.30182647705078,36.390323638916016,-0.46829065680503845,-0.5955038666725159,0.3114686906337738,0.3292812407016754,-0.009133657440543175
-83.6734619140625,27.8924560546875,55.90669250488281,0.15609687566757202,-0.5496959090232849,0.1465734988451004,0.484775185585022,-0.01826731488108635
-77.4510269165039,6.483955383300781,70.49195098876953,-0.2965840697288513,-0.494726300239563,-0.0274825319647789,0.5670955181121826,0.01826731488108635
-65.60224914550781,-15.43451976776123,80.58303833007812,0.6868262887001038,-0.3481407165527344,-0.2198602557182312,0.6585624814033508,0.01826731488108635
-47.75065994262695,-36.843021392822266,84.31777954101562,1.3112138509750366,-0.22903995215892792,-0.3481120467185974,0.6494157910346985,0.027400972321629524
-27.326427459716797,-55.691246032714844,84.19293975830078,0.7492650151252747,-0.018323196098208427,-0.5130072236061096,0.6219757199287415,0.027400972321629524
-6.274724960327148,-70.92801666259766,77.4828872680664,-0.24975501000881195,0.12826237082481384,-0.5588114857673645,0.5488020777702332,0.027400972321629524
15.404450416564941,-81.09627532958984,65.23834228515625,-0.2965840697288513,0.29317113757133484,-0.6595807671546936,0.47562846541404724,0.009133657440543175
36.1005859375,-84.8326187133789,48.31237030029297,0.12487750500440598,0.4214335083961487,-0.6412590742111206,0.3292812407016754,0.0365346297621727
56.0542106628418,-84.38508605957031,27.974151611328125,0.2185356318950653,0.5496959090232849,-0.6504198908805847,0.1372005194425583,0.027400972321629524
70.95668029785156,-77.09974670410156,6.62682580947876,0.2809743881225586,0.6229886412620544,-0.5588114857673645,0.0,0.0365346297621727
80.86029052734375,-65.35993957519531,-14.98058032989502,0.8585328459739685,0.7054430246353149,-0.4305596649646759,-0.15549392998218536,0.0365346297621727
84.83428192138672,-48.187339782714844,-36.62959671020508,1.1082878112792969,0.6871198415756226,-0.2931469976902008,-0.2744010388851166,0.045668285340070724
84.28001403808594,-27.3304443359375,-55.43854904174805,0.37463250756263733,0.6413118839263916,-0.0916084349155426,-0.42989498376846313,0.009133657440543175
77.00133514404297,-6.140503406524658,-71.001708984375,0.23414532840251923,0.5588575005531311,0.0641259029507637,-0.512215256690979,0.027400972321629524
65.3617172241211,15.351259231567383,-80.95755004882812,0.2965840697288513,0.4214335083961487,0.2656644582748413,-0.576242208480835,0.027400972321629524
47.71928405761719,36.843021392822266,-84.13052368164062,0.12487750500440598,0.29317113757133484,0.3939162790775299,-0.5945355892181396,0.009133657440543175
28.152599334716797,56.274070739746094,-83.3814926147461,-0.031219376251101494,0.11910077184438705,0.5496506094932556,-0.5670955181121826,0.0
6.086483478546143,71.06331634521484,-77.42047119140625,-0.26536470651626587,-0.04580799117684364,0.6046156883239746,-0.4664817750453949,0.027400972321629524
-15.822765350341797,80.71119689941406,-65.2695541381836,0.45268094539642334,-0.2382015436887741,0.7328674793243408,-0.38416147232055664,0.01826731488108635
-36.12150192260742,84.86383819580078,-47.989871978759766,0.4995100200176239,-0.37562552094459534,0.6870632767677307,-0.26525434851646423,0.027400972321629524
-56.49344253540039,84.28101348876953,-27.849313735961914,0.09365812689065933,-0.5038878917694092,0.6779024600982666,-0.10061371326446533,0.0
-71.24950408935547,77.41197204589844,-6.148279666900635,-0.12487750500440598,-0.5496959090232849,0.5862939953804016,0.06402690708637238,0.009133657440543175
-80.91258239746094,65.35993957519531,15.219853401184082,-0.4839003384113312,-0.6413118839263916,0.476363867521286,0.21952083706855774,0.027400972321629524
-85.18984985351562,48.3642692565918,36.85846710205078,0.2185356318950653,-0.6046654582023621,0.3297903835773468,0.33842796087265015,-0.01826731488108635
-84.00811004638672,27.67389678955078,55.41774368286133,-0.671216607093811,-0.5680190920829773,0.1099301278591156,0.4939218759536743,0.009133657440543175
-77.27323913574219,6.3382487297058105,70.68961334228516,0.4839003384113312,-0.494726300239563,-0.0366433747112751,0.5579487681388855,0.0
-64.81790924072266,-15.101475715637207,81.0303726196289,1.1395071744918823,-0.36646392941474915,-0.238181933760643,0.667709231376648,0.0
-47.436920166015625,-36.35386276245117,84.70269775390625,0.06243875250220299,-0.21987834572792053,-0.3389512300491333,0.6402691006660461,0.0365346297621727
-27.702911376953125,-55.9410285949707,83.9432601928711,0.17170657217502594,-0.018323196098208427,-0.5038464069366455,0.603682279586792,0.027400972321629524
