漫昆II回电压_A相_21,漫昆II回电压_B相_22,漫昆II回电压_C相_23,漫昆II回电压_3U0_24,漫昆II回线_A相_33,漫昆II回线_B相_34,漫昆II回线_C相_35,漫昆II回线_3I0_36
49.586997985839844,-87.93526458740234,38.02830505371094,-0.18696197867393494,0.017167916521430016,0.0,-0.009474432095885277,-0.0037952896673232317
66.59745788574219,-82.6568603515625,16.026140213012695,0.12464132159948349,0.009537731297314167,-0.005677696317434311,0.0,-0.0018976448336616158
79.47220611572266,-72.95208740234375,-6.412534713745117,0.311603307723999,0.0,0.007570262067019939,-0.0208437517285347,0.0018976448336616158
86.7772445678711,-57.6052360534668,-28.97592544555664,0.49856528639793396,0.0038150923792272806,0.011355392634868622,-0.018948864191770554,0.0
87.13054656982422,-37.85279083251953,-49.50227355957031,0.49856528639793396,0.009537731297314167,0.011355392634868622,-0.013264205306768417,0.0037952896673232317
82.1739273071289,-15.752080917358398,-66.6716537475586,0.4206644594669342,-0.0019075461896136403,0.017033088952302933,-0.015159091912209988,0.005692934617400169
72.40615844726562,6.670735836029053,-79.41357421875,0.062320660799741745,-0.007630184758454561,0.02081822045147419,-0.017053978517651558,0.009488224051892757
57.131038665771484,29.135114669799805,-86.82384490966797,-0.18696197867393494,-0.013352823443710804,0.02081822045147419,-0.011369318701326847,0.0018976448336616158
37.40846252441406,49.833099365234375,-87.52018737792969,-0.20254214107990265,-0.013352823443710804,0.028388481587171555,-0.007579545956104994,0.005692934617400169
15.264731407165527,67.02946472167969,-82.44835662841797,-0.12464132159948349,-0.020983008667826653,0.022710785269737244,-0.0056846593506634235,0.005692934617400169
-7.045260906219482,79.52930450439453,-72.38784790039062,0.18696197867393494,-0.019075462594628334,0.02081822045147419,-0.007579545956104994,-0.0037952896673232317
-29.38642692565918,87.17675018310547,-57.837528228759766,0.5920462608337402,-0.013352823443710804,0.01324795838445425,0.0056846593506634235,-0.005692934617400169
