220kVⅠ段母线电压_A相_1,220kVⅠ段母线电压_B相_2,220kVⅠ段母线电压_C相_3,220kVⅠ段母线电压_3U0_4,以新线271断路器_A相_17,以新线271断路器_B相_18,以新线271断路器_C相_19,以新线271断路器_3I0_20
-84.42323303222656,37.39702224731445,46.465538024902344,-0.4987596869468689,0.9820299744606018,-0.3254322409629822,-0.5763168931007385,0.01859208196401596
-80.50679779052734,16.618587493896484,63.623329162597656,0.031172480434179306,0.8978559374809265,-0.07438451051712036,-0.7529301643371582,0.01859208196401596
-71.09269714355469,-5.00221586227417,75.57547760009766,-0.3896560072898865,0.7762712836265564,0.204557403922081,-0.9109525084495544,0.00929604098200798
-56.076210021972656,-27.236597061157227,83.43598937988281,0.5922771096229553,0.6079233288764954,0.44630706310272217,-0.9853159785270691,0.01859208196401596
-37.436500549316406,-46.704681396484375,84.19601440429688,0.4675872027873993,0.38345932960510254,0.6880567073822021,-0.9946114420890808,0.0
-16.712909698486328,-64.03044128417969,80.47918701171875,-0.06234496086835861,0.13093732297420502,0.8647199273109436,-0.9388388395309448,0.01859208196401596
5.0369110107421875,-76.14599609375,71.1715087890625,0.5922771096229553,-0.14028999209403992,0.9948928356170654,-0.8272936344146729,0.01859208196401596
26.629655838012695,-83.22813415527344,56.28337478637695,-0.29613855481147766,-0.36475399136543274,1.041383147239685,-0.6506803631782532,0.00929604098200798
46.505035400390625,-84.64248657226562,38.042816162109375,0.26496607065200806,-0.6079233288764954,1.050681233406067,-0.40899908542633057,0.02788812294602394
64.11851501464844,-80.57623291015625,16.782981872558594,0.4987596869468689,-0.7762712836265564,0.9577005505561829,-0.15802237391471863,0.01859208196401596
75.88875579833984,-71.10218048095703,-4.591374397277832,0.3740697503089905,-0.9072086215019226,0.8554218411445618,0.13013607263565063,0.01859208196401596
83.26087188720703,-56.293128967285156,-26.267658233642578,0.9975193738937378,-0.9539719820022583,0.6601625084877014,0.34393104910850525,0.01859208196401596
84.3708724975586,-37.53221893310547,-46.28854751586914,0.763725757598877,-0.9820299744606018,0.41841286420822144,0.6320894956588745,0.01859208196401596
80.42302703857422,-16.680986404418945,-63.50880432128906,0.015586240217089653,-0.8978559374809265,0.14876902103424072,0.7901118993759155,0.01859208196401596
71.17647552490234,4.971016883850098,-75.75247192382812,0.5299321413040161,-0.7856239676475525,-0.13947094976902008,0.9481342434883118,0.0
56.17045593261719,27.02860450744629,-83.39434814453125,-0.32731103897094727,-0.6079233288764954,-0.39981675148010254,1.041088581085205,0.0
37.66687774658203,46.53828811645508,-84.44588470458984,-0.34289729595184326,-0.36475399136543274,-0.6136721968650818,1.0503840446472168,0.01859208196401596
16.79668426513672,64.0096435546875,-80.78111267089844,0.15586240589618683,-0.14964266121387482,-0.7903354167938232,0.9946114420890808,0.00929604098200798
-5.089269638061523,75.89640808105469,-71.15068054199219,-0.4675872027873993,0.14964266121387482,-0.9205083250999451,0.8923616409301758,0.01859208196401596
-26.57729721069336,83.21773529052734,-56.54365921020508,0.29613855481147766,0.34604865312576294,-0.9669986367225647,0.7064529657363892,0.01859208196401596
-46.452674865722656,84.43449401855469,-38.16775131225586,-0.06234496086835861,0.5892179608345032,-0.9948928356170654,0.4554762542247772,0.0
