漫昆II回电压_A相_21,漫昆II回电压_B相_22,漫昆II回电压_C相_23,漫昆II回电压_3U0_24,漫昆II回线_A相_33,漫昆II回线_B相_34,漫昆II回线_C相_35,漫昆II回线_3I0_36
-7.814212322235107,80.11117553710938,-72.32549285888672,0.2648628056049347,-0.015260369516909122,0.011355392634868622,0.009474432095885277,0.0037952896673232317
-30.155378341674805,87.3533935546875,-57.13079833984375,0.46740496158599854,-0.019075462594628334,0.007570262067019939,0.007579545956104994,0.0037952896673232317
-50.542991638183594,87.7170639038086,-37.207252502441406,0.2804429829120636,-0.013352823443710804,0.009462827816605568,0.011369318701326847,0.0018976448336616158
-67.36640930175781,82.2931900024414,-15.11154842376709,0.17138181626796722,-0.020983008667826653,0.0037851310335099697,0.015159091912209988,-0.0037952896673232317
-80.00215911865234,72.26630401611328,7.628525733947754,-0.09348098933696747,-0.02289055474102497,0.0018925655167549849,0.0208437517285347,0.0018976448336616158
-87.2760238647461,56.8155517578125,30.02562713623047,-0.23370248079299927,-0.005722638685256243,-0.005677696317434311,0.0208437517285347,-0.0018976448336616158
-87.33837127685547,36.93842315673828,50.084285736083984,-0.24928264319896698,-0.011445277370512486,-0.011355392634868622,0.018948864191770554,-0.007590579334646463
-81.83101654052734,14.609119415283203,67.17051696777344,-0.20254214107990265,-0.009537731297314167,-0.01324795838445425,0.018948864191770554,-0.005692934617400169
-71.92816162109375,-7.855259418487549,79.56947326660156,0.2648628056049347,0.0038150923792272806,-0.01324795838445425,0.0208437517285347,-0.005692934617400169
-56.58030319213867,-30.091045379638672,86.76148986816406,0.3895041346549988,0.005722638685256243,-0.009462827816605568,0.0208437517285347,-0.0018976448336616158
-36.45246887207031,-50.75785827636719,87.3331069946289,0.45182478427886963,0.0019075461896136403,-0.017033088952302933,0.011369318701326847,-0.005692934617400169
-14.204825401306152,-67.9334487915039,81.92870330810547,0.48298510909080505,0.011445277370512486,-0.011355392634868622,0.011369318701326847,-0.0018976448336616158
8.12594985961914,-80.40211486816406,71.9825210571289,0.062320660799741745,0.015260369516909122,-0.015140524134039879,0.015159091912209988,0.0
30.321638107299805,-87.54042053222656,56.746253967285156,-0.3739239573478699,0.007630184758454561,-0.007570262067019939,-0.0018948864890262485,-0.0018976448336616158
50.64690399169922,-87.72745513916016,36.864280700683594,-0.20254214107990265,0.019075462594628334,0.0018925655167549849,-0.0018948864890262485,0.0
67.44953918457031,-82.3763198852539,15.236265182495117,-0.09348098933696747,0.007630184758454561,0.005677696317434311,-0.015159091912209988,-0.0037952896673232317
80.00215911865234,-71.95458984375,-7.836387634277344,0.34276363253593445,0.015260369516909122,0.005677696317434311,-0.017053978517651558,0.0
86.93311309814453,-56.6493034362793,-30.233489990234375,0.48298510909080505,0.011445277370512486,0.011355392634868622,-0.013264205306768417,-0.0018976448336616158
87.08898162841797,-36.844905853271484,-50.385684967041016,0.6543669104576111,0.0,0.01324795838445425,-0.018948864191770554,0.005692934617400169
81.71671295166016,-14.422089576721191,-67.55506134033203,0.0,0.0038150923792272806,0.022710785269737244,-0.015159091912209988,0.005692934617400169
71.61642456054688,7.886430740356445,-79.9436264038086,0.046740494668483734,-0.0019075461896136403,0.02081822045147419,-0.013264205306768417,0.007590579334646463
45.84614944458008,29.955968856811523,-19.601362228393555,97.62531280517578,-0.09728485345840454,-0.10976880043745041,-0.5589914917945862,0.7723414301872253
12.614965438842773,22.370864868164062,-26.92848777770996,13.788446426391602,-0.23081308603286743,-0.19114911556243896,-0.8356449604034424,1.2960914373397827
6.255526542663574,53.449012756347656,-74.85101318359375,-25.333349227905273,-0.15069614350795746,-0.1532978117465973,-1.0478721857070923,1.390973687171936
-21.582605361938477,78.9993896484375,-28.85120964050293,49.2489013671875,-0.1144527718424797,-0.13247957825660706,-1.2127273082733154,1.5010370016098022
-53.795448303222656,67.6217269897461,-14.352852821350098,-0.9036495685577393,-0.164048969745636,-0.16843833029270172,-1.4192700386047363,1.7761955261230469
-54.51244354248047,77.1602554321289,-35.1390266418457,-20.924161911010742,-0.07820939272642136,-0.09652084112167358,-1.4723267555236816,1.6756203174591064
-55.90487289428711,93.42147827148438,-13.905950546264648,41.084896087646484,-0.09728485345840454,-0.11923162639141083,-1.4552727937698364,1.7059826850891113
-79.5449447631836,76.85893249511719,-7.784421920776367,-17.82370948791504,-0.1545112431049347,-0.2062896341085434,-1.445798397064209,1.8483060598373413
-88.8554916381836,52.939876556396484,16.660118103027344,-33.24807357788086,-0.06867166608572006,-0.09273570775985718,-1.2051478624343872,1.4023594856262207
-70.01617431640625,43.81696701049805,24.652400970458984,-2.67978835105896,-0.04005847126245499,-0.04731413722038269,-1.0327131748199463,1.1366891860961914
-60.47701644897461,33.54071044921875,17.54353141784668,-16.03199005126953,-0.02479810081422329,-0.06623978912830353,-0.7162671089172363,0.8501448631286621
-62.1707878112793,7.4915900230407715,37.7476921081543,-28.901206970214844,0.0724867582321167,0.03785131126642227,-0.5703608393669128,0.495285302400589
-41.3779182434082,-20.06416130065918,46.33238220214844,-26.236997604370117,0.041966017335653305,0.022710785269737244,-0.05305682122707367,0.009488224051892757
-14.786734580993652,-38.154117584228516,42.47654724121094,-18.197633743286133,0.12017541378736496,0.14951267838478088,0.12885227799415588,-0.36434781551361084
4.260408401489258,-51.45402526855469,35.30531692504883,-20.31653594970703,0.10109994560480118,0.11355392634868622,0.5116193294525146,-0.705923855304718
18.392494201660156,-63.56941223144531,39.43136978149414,-9.924565315246582,0.15069614350795746,0.16843833029270172,0.6537358164787292,-0.9488223791122437
39.23732376098633,-79.14485168457031,33.69438552856445,-10.142687797546387,0.14306595921516418,0.13247957825660706,0.8849120140075684,-1.1442798376083374
58.60659408569336,-83.56083679199219,19.23760414123535,-9.176717758178711,0.13925087451934814,0.1627606302499771,0.9701818823814392,-1.2638314962387085
66.98193359375,-77.46158599853516,13.105682373046875,4.642889022827148,0.1144527718424797,0.14572754502296448,1.0270284414291382,-1.2885007858276367
73.15432739257812,-71.55974578857422,1.9746865034103394,6.730631351470947,0.12780559062957764,0.1570829302072525,0.9171250462532043,-1.1822327375411987
78.9630355834961,-62.22903060913086,-9.540853500366211,13.430102348327637,0.10682258754968643,0.13058702647686005,0.7863779067993164,-1.0076494216918945
79.44103240966797,-45.19891357421875,-23.623485565185547,18.883159637451172,0.06676411628723145,0.07759518921375275,0.5722557306289673,-0.7135144472122192
69.475830078125,-23.929447174072266,-32.499183654785156,22.824941635131836,0.020983008667826653,0.04352900758385658,0.2842329740524292,-0.3472689986228943
53.81623077392578,-4.6341872215271,-37.207252502441406,21.23576545715332,-0.03624337911605835,-0.022710785269737244,0.03789772838354111,0.022771738469600677
40.141361236572266,13.777874946594238,-41.64509963989258,21.687589645385742,-0.06485657393932343,-0.03217361494898796,-0.3050767183303833,0.4117889106273651
21.4371280670166,32.90688705444336,-43.77568054199219,18.571556091308594,-0.11826786398887634,-0.09273570775985718,-0.4964602589607239,0.7249003052711487
-1.7665108442306519,52.58659744262695,-42.2582893371582,15.1439208984375,-0.08965466916561127,-0.07002492249011993,-0.8394347429275513,1.0323188304901123
-22.320383071899414,68.51531982421875,-37.3631477355957,15.252982139587402,-0.1335282325744629,-0.12869445979595184,-0.9986051917076111,1.2866032123565674
-38.87363052368164,77.92916107177734,-33.08119583129883,10.345230102539062,-0.12208295613527298,-0.12112419307231903,-1.2354660034179688,1.5029346942901611
-54.709877014160156,81.700927734375,-24.215892791748047,5.328416347503662,-0.15069614350795746,-0.1514052450656891,-1.2563097476959229,1.5921239852905273
-70.08891296386719,79.5396957397461,-11.588292121887207,-3.754819869995117,-0.10682258754968643,-0.10976880043745041,-1.351054072380066,1.5997145175933838
-77.98625946044922,72.9105224609375,-0.5924059748649597,-9.503900527954102,-0.10109994560480118,-0.12301675975322723,-1.203252911567688,1.463084101676941
-77.4666976928711,61.81340789794922,8.293683052062988,-12.526453018188477,-0.041966017335653305,-0.07570262253284454,-1.1066137552261353,1.2524455785751343
-74.64027404785156,46.51851272583008,18.52048110961914,-16.437074661254883,-0.03624337911605835,-0.06623978912830353,-0.8470142483711243,0.9829800128936768
-68.12496948242188,28.06488800048828,28.23801612854004,-20.176313400268555,0.007630184758454561,-0.015140524134039879,-0.604468822479248,0.6508921384811401
-55.90487289428711,5.403088569641113,36.73956298828125,-23.899972915649414,0.03815092518925667,0.02081822045147419,-0.29560229182243347,0.2561820447444916
