大剑I回电压_5,大剑I回电压_6,大剑I回电压_7,大剑I回电压_8,大剑I回_33,大剑I回_34,大剑I回_35,大剑I回_36
-72.56261444091797,73.21298217773438,-0.4763300120830536,0.1864050030708313,-0.019917000085115433,-0.03973599895834923,0.053307000547647476,-0.006008000113070011
-74.98243713378906,70.5739517211914,4.479621887207031,0.14756999909877777,-0.01299699954688549,-0.03973599895834923,0.04986700043082237,0.0008479999960400164
-77.12509155273438,67.64585876464844,9.510501861572266,0.05436599999666214,-0.006076999939978123,-0.043191999197006226,0.04642700031399727,0.0008479999960400164
-79.00125122070312,64.50900268554688,14.402230262756348,-0.11650799959897995,-0.006076999939978123,-0.043191999197006226,0.04986700043082237,0.0008479999960400164
-80.5736083984375,61.16872787475586,19.186918258666992,-0.2485470026731491,0.0008430000161752105,-0.043191999197006226,0.04642700031399727,0.0008479999960400164
-81.8528060913086,57.58757019042969,23.91273307800293,-0.45048901438713074,-0.002616999903693795,-0.04664799943566322,0.03954700008034706,-0.002580000087618828
-82.85484313964844,53.78158950805664,28.708126068115234,-0.6368970274925232,0.007763000205159187,-0.04664799943566322,0.03954700008034706,0.0008479999960400164
-83.59571838378906,49.56877899169922,33.557037353515625,-0.6757320165634155,0.007763000205159187,-0.04664799943566322,0.03954700008034706,0.0008479999960400164
-83.98480224609375,45.125789642333984,38.30961227416992,-0.6912660002708435,0.014682999812066555,-0.04664799943566322,0.03954700008034706,0.0008479999960400164
-83.87820434570312,40.420501708984375,43.05148696899414,-0.6912660002708435,0.011222999542951584,-0.05010399967432022,0.03610699996352196,0.0008479999960400164
-83.52642822265625,35.410091400146484,47.707725524902344,-0.6834989786148071,0.014682999812066555,-0.05010399967432022,0.032666999846696854,-0.002580000087618828
-82.87083435058594,30.281919479370117,52.230167388916016,-0.5359259843826294,0.021602999418973923,-0.05010399967432022,0.02922699972987175,0.0008479999960400164
-81.8901138305664,25.035978317260742,56.5278205871582,-0.49709099531173706,0.021602999418973923,-0.05010399967432022,0.032666999846696854,0.0008479999960400164
-80.43502807617188,19.70974349975586,60.55252456665039,-0.32621699571609497,0.02506300061941147,-0.05010399967432022,0.025786999613046646,0.0008479999960400164
-78.58551788330078,14.319272994995117,64.2507553100586,-0.05437200143933296,0.03544300049543381,-0.05010399967432022,0.022346999496221542,-0.002580000087618828
-76.53346252441406,9.019803047180176,67.56900024414062,0.09320099651813507,0.028522999957203865,-0.05010399967432022,0.022346999496221542,0.0008479999960400164
-74.27354431152344,3.8702170848846436,70.64104461669922,0.31844401359558105,0.03544300049543381,-0.05010399967432022,0.01890699937939644,0.0008479999960400164
-71.69915771484375,-1.2151329517364502,73.32239532470703,0.5669879913330078,0.0423629991710186,-0.05010399967432022,0.012027000077068806,0.0008479999960400164
-69.0021743774414,-6.3111891746521,75.68798065185547,0.706794023513794,0.0423629991710186,-0.04664799943566322,0.008586999960243702,0.0008479999960400164
-65.94275665283203,-11.230595588684082,77.65751647949219,0.792231023311615,0.0423629991710186,-0.043191999197006226,0.005146999843418598,0.0008479999960400164
-62.83003616333008,-16.08576774597168,79.47184753417969,0.8310660123825073,0.0423629991710186,-0.04664799943566322,0.005146999843418598,-0.002580000087618828
-59.456146240234375,-20.962350845336914,80.9275894165039,0.9553380012512207,0.0423629991710186,-0.043191999197006226,-0.0017330000409856439,-0.002580000087618828
-55.83174514770508,-25.769344329833984,82.14784240722656,0.9553380012512207,0.04928300157189369,-0.043191999197006226,-0.0017330000409856439,0.0008479999960400164
-51.92485427856445,-30.592397689819336,82.92388916015625,0.8155320286750793,0.0423629991710186,-0.043191999197006226,-0.005173000041395426,-0.002580000087618828
-47.71415328979492,-35.33515548706055,83.51795959472656,0.823298990726471,0.045823000371456146,-0.043191999197006226,-0.01549299992620945,0.0008479999960400164
-43.141014099121094,-40.104679107666016,83.6999282836914,0.792231023311615,0.04928300157189369,-0.03627999871969223,-0.01549299992620945,-0.002580000087618828
-38.296043395996094,-44.847434997558594,83.50189971923828,0.5747550129890442,0.05274299904704094,-0.03282399848103523,-0.018933000043034554,0.0008479999960400164
-33.33381652832031,-49.41889953613281,83.09515380859375,0.43494901061058044,0.056203000247478485,-0.03282399848103523,-0.022373000159859657,0.0008479999960400164
-28.163715362548828,-53.94218444824219,82.27629089355469,0.2873759865760803,0.056203000247478485,-0.029368000105023384,-0.02581300027668476,0.0008479999960400164
-22.828384399414062,-58.13893508911133,81.11490631103516,0.1864050030708313,0.05274299904704094,-0.029368000105023384,-0.029253000393509865,0.0008479999960400164
-17.514375686645508,-62.0091552734375,79.61634826660156,0.05436599999666214,0.056203000247478485,-0.025911999866366386,-0.029253000393509865,0.0008479999960400164
-12.221685409545898,-65.61707305908203,77.91976928710938,-3.000000106112566e-06,0.056203000247478485,-0.02245599962770939,-0.03613299876451492,0.0008479999960400164
-7.035594940185547,-68.85028839111328,75.94487762451172,0.046599000692367554,0.056203000247478485,-0.02245599962770939,-0.03957299888134003,0.0008479999960400164
-1.9081350564956665,-71.67667388916016,73.58999633789062,-0.06990599632263184,0.056203000247478485,-0.015544000081717968,-0.03613299876451492,0.0008479999960400164
3.1287150382995605,-74.26752471923828,71.01033020019531,-0.27961501479148865,0.05274299904704094,-0.015544000081717968,-0.03957299888134003,0.0008479999960400164
8.048304557800293,-76.58537292480469,68.31292724609375,-0.411653995513916,0.045823000371456146,-0.008631999604403973,-0.04301299899816513,0.0008479999960400164
12.871954917907715,-78.53921508789062,65.2783432006836,-0.4815570116043091,0.04928300157189369,-0.005175999831408262,-0.046452999114990234,0.0008479999960400164
