220kV II母电压_A相_5,220kV II母电压_B相_6,220kV II母电压_C相_7,220kV II母电压_3U0_8,玉竹 II回线_A相_13,玉竹 II回线_B相_14,玉竹 II回线_C相_15,玉竹 II回线_3I0_16
-28.884384155273438,84.35203552246094,-55.397823333740234,0.31140610575675964,-0.018581310287117958,0.03718428313732147,0.0,0.0
-49.187400817871094,85.46151733398438,-36.30691146850586,0.14013275504112244,-0.018581310287117958,0.03718428313732147,0.009296364150941372,-0.018582457676529884
-65.89411926269531,80.91988372802734,-15.444681167602539,0.10899213701486588,-0.055743928998708725,-0.027888212352991104,0.018592728301882744,0.018582457676529884
-78.11324310302734,70.59233856201172,7.45819616317749,0.20241397619247437,-0.055743928998708725,0.03718428313732147,0.03718545660376549,0.0
-84.51817321777344,55.33949661254883,28.734771728515625,-0.5916715860366821,-0.009290655143558979,0.03718428313732147,0.02788909338414669,0.0
-85.28511047363281,36.10495376586914,48.61293411254883,-0.6383824944496155,-0.018581310287117958,0.009296070784330368,0.03718545660376549,0.0
-80.6938705444336,15.024720191955566,65.92216491699219,-0.0934218317270279,0.009290655143558979,0.04648035392165184,0.06507454812526703,0.009291228838264942
-70.4749984741211,-7.517544746398926,77.79312896728516,0.015570305287837982,-0.027871964499354362,0.018592141568660736,0.03718545660376549,-0.009291228838264942
-55.57160568237305,-28.753311157226562,84.31904602050781,0.5916715860366821,-0.037162620574235916,-0.03718428313732147,0.02788909338414669,-0.009291228838264942
-35.776424407958984,-49.076602935791016,84.94056701660156,0.6228122115135193,0.009290655143558979,0.009296070784330368,0.046481821686029434,0.0
-14.913752555847168,-66.06107330322266,80.82820129394531,0.1868436634540558,0.018581310287117958,-0.009296070784330368,0.03718545660376549,-0.009291228838264942
7.565698146820068,-78.54537963867188,70.76998901367188,-0.07785152643918991,0.0,-0.018592141568660736,0.046481821686029434,0.0
28.76001739501953,-84.6527328491211,55.522125244140625,-0.48267945647239685,0.018581310287117958,-0.018592141568660736,0.009296364150941372,0.018582457676529884
49.0941276550293,-85.53410339355469,36.03759002685547,-0.3269764184951782,0.037162620574235916,-0.027888212352991104,0.009296364150941372,-0.009291228838264942
