220kV II母电压_A相_5,220kV II母电压_B相_6,220kV II母电压_C相_7,220kV II母电压_3U0_8,玉竹 II回线_A相_13,玉竹 II回线_B相_14,玉竹 II回线_C相_15,玉竹 II回线_3I0_16
-70.34026336669922,-7.735294342041016,77.98994445800781,0.1712733656167984,-0.027871964499354362,-0.027888212352991104,0.018592728301882744,-0.018582457676529884
-55.43687438964844,-28.99180030822754,84.31904602050781,0.24912488460540771,-0.018581310287117958,-0.018592141568660736,0.05577818676829338,0.0
-35.63132858276367,-49.24250793457031,84.91984558105469,0.5293903946876526,-0.018581310287117958,-0.009296070784330368,0.02788909338414669,0.0
-14.62356185913086,-66.30992889404297,80.8592758178711,0.06228122115135193,-0.009290655143558979,-0.027888212352991104,0.03718545660376549,0.027873685583472252
7.804069519042969,-78.59722137451172,70.38672637939453,-0.12456244230270386,0.009290655143558979,-0.018592141568660736,0.03718545660376549,0.009291228838264942
28.94656753540039,-84.64236450195312,55.2424430847168,-0.4203982353210449,0.037162620574235916,-0.009296070784330368,0.02788909338414669,0.0
20.59320831298828,-103.72137451171875,30.961872100830078,-74.1302261352539,-0.09290654957294464,0.4369153380393982,1.1248600482940674,0.018582457676529884
-2.7360880374908447,-125.8177719116211,-23.099689483642578,-264.6173400878906,4.403770446777344,0.27888211607933044,0.24170546233654022,-4.961516380310059
19.13188934326172,-66.6935806274414,-6.246239185333252,-91.89594268798828,7.8227314949035645,0.6228367686271667,0.46481820940971375,-8.947453498840332
22.9665584564209,-79.33342742919922,-47.0902214050293,-180.2729949951172,11.975654602050781,1.0504560470581055,0.8180800676345825,-13.853221893310547
12.384943962097168,-37.04853439331055,-70.80107116699219,-165.38778686523438,16.119287490844727,1.3572263717651367,1.1341564655303955,-18.721826553344727
17.535837173461914,-12.878331184387207,-76.50865936279297,-124.6091537475586,19.649736404418945,1.7662534713745117,1.4409364461898804,-22.986499786376953
18.37531852722168,-14.485530853271484,-87.63380432128906,-146.14288330078125,23.01295280456543,2.100912094116211,1.7291237115859985,-26.981727600097656
9.265389442443848,3.432147979736328,-98.71751403808594,-149.22579956054688,25.24271011352539,2.3890902996063232,2.0452001094818115,-29.824844360351562
11.099811553955078,43.08330535888672,-88.42105865478516,-59.509708404541016,26.52482032775879,2.519235134124756,2.27760910987854,-31.441518783569336
7.140775203704834,79.10530853271484,-81.73975372314453,7.878574371337891,26.710634231567383,2.537827253341675,2.435647487640381,-31.822458267211914
3.264650583267212,77.9232406616211,-71.37078857421875,16.9249210357666,25.567882537841797,2.509939193725586,2.5100183486938477,-30.726093292236328
1.7307829856872559,94.28556060791016,-47.00735092163086,85.32527160644531,23.384578704833984,2.3426098823547363,2.5007219314575195,-28.375411987304688
-2.435533046722412,108.82293701171875,-11.518769264221191,164.93624877929688,20.114267349243164,2.063727617263794,2.3984620571136475,-24.761125564575195
-4.290683746337891,98.9308853149414,-5.231095790863037,155.34494018554688,16.00779914855957,1.7104769945144653,2.16605281829834,-20.069053649902344
-6.684760570526123,91.0711669921875,11.052632331848145,166.15072631835938,11.334599494934082,1.3200420141220093,1.8313837051391602,-14.652267456054688
-8.322267532348633,87.0272445678711,55.82252502441406,232.620361328125,6.37338924407959,0.9017188549041748,1.4316400289535522,-8.817376136779785
-8.995925903320312,61.54017639160156,70.96680450439453,214.76121520996094,1.5050861835479736,0.44621139764785767,1.0504891872406006,-3.0939791202545166
-10.519429206848145,35.876834869384766,76.81941986083984,177.40806579589844,-2.9172656536102295,0.027888212352991104,0.6321527361869812,2.164856195449829
